Cuenta;Categoría;Descripción;Asignado;Modificado;Codificado;Monto certificado;Comprometido;Devengado;Pagado;Saldo por comprometer;Saldo por devengar;Saldo por pagar;Porcentaje de ejecución
530000;BIENES Y SERVICIOS DE CONSUMO;Egresos para Sanidad Agropecuaria;39986,31;4199,67;44185,98;17716,14;0;0;0;44185,98;44185,98;0;0
710000;EGRESOS EN PERSONAL PARA INVERSION;Beneficio por Jubilacion;1185020;-1131920;53100;0;21803,99;21803,99;21803,99;31296,01;31296,01;0;41,06
730000;BIENES Y SERVICIOS PARA INVERSION;Pasajes al Interior;0;11000;11000;11000;0;0;0;11000;11000;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Materiales de Aseo;0;300;300;0;0;0;0;300;300;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Instrumental Medico Quirurgico;0;265,6;265,6;189;0;0;0;265,6;265,6;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Dispositivos Medicos para Odontologia;0;515,2;515,2;295;0;0;0;515,2;515,2;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Partes y Repuestos;0;0;0;0;0;0;0;0;0;0;0
840000;EGRESOS DE CAPITAL;Vehiculos;0;643036,03;643036,03;167582,99;0;0;0;643036,03;643036,03;0;0
840000;EGRESOS DE CAPITAL;Equipos Sistemas y Paquetes Informaticos;1041914,05;472193,22;1514107,27;845282,25;0;0;0;1514107,27;1514107,27;0;0
510000;EGRESOS EN PERSONAL;Alimentacion;182744;-3856;178888;0;41196;41196;41196;137692;137692;0;23,03
510000;EGRESOS EN PERSONAL;Servicios Personales por Contrato de Docentes del Magisterio y Docentes e Investigadores Universitarios;18894633;-149869,92;18744763,08;0;4824318,77;4824318,77;4824318,77;13920444,31;13920444,31;0;25,74
530000;BIENES Y SERVICIOS DE CONSUMO;Mobiliario;55344,49;52699,43;108043,92;52153,25;7180,74;7180,74;7180,74;100863,18;100863,18;0;6,65
530000;BIENES Y SERVICIOS DE CONSUMO;Viaticos y Subsistencias en el Exterior;90682,53;65482,36;156164,89;0;27565,4;27565,4;27565,4;128599,49;128599,49;0;17,65
530000;BIENES Y SERVICIOS DE CONSUMO;Atencion a Delegados Extranjeros y Nacionales Deportistas Entrenadores y Cuerpo Tecnico que Representen al Pais;87423,6;-8953,11;78470,49;65057,27;2041,91;2041,91;2041,91;76428,58;76428,58;0;2,6
530000;BIENES Y SERVICIOS DE CONSUMO;Lubricantes;6152,46;8131,41;14283,87;2375,82;216,76;216,76;216,76;14067,11;14067,11;0;1,52
530000;BIENES Y SERVICIOS DE CONSUMO;Medicamentos;22435;11020;33455;31250;0;0;0;33455;33455;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Accesorios e Insumos Quimicos y Organicos;28720,15;-9875,31;18844,84;187,5;0;0;0;18844,84;18844,84;0;0
570000;OTROS EGRESOS CORRIENTES;Obligaciones por Coactivas Interpuestas por el IESS;1000;-1000;0;0;0;0;0;0;0;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Edicion Impresion Reproduccion Publicaciones Suscripciones Fotocopiado Traduccion Empastado Enmarcacion Serigrafia Fotografia Carnetizacion Filmacion e Imagenes Satelitales;0;69914,68;69914,68;65848,65;4066,03;4066,03;4066,03;65848,65;65848,65;0;5,82
730000;BIENES Y SERVICIOS PARA INVERSION;Maquinarias y Equipos (Instalacion Mantenimiento y Reparacion);0;14029,04;14029,04;0;0;0;0;14029,04;14029,04;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;LUBRICANTES;0;113,4;113,4;113,4;0;0;0;113,4;113,4;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Herramientas y Equipos Menores;0;5124,14;5124,14;5114,8;0;0;0;5124,14;5124,14;0;0
840000;EGRESOS DE CAPITAL;Equipos Medicos;5722,95;15100,69;20823,64;5123;0;0;0;20823,64;20823,64;0;0
510000;EGRESOS EN PERSONAL;Remuneraciones Unificadas;6079363,32;-30450,14;6048913,18;0;1472102,77;1472102,77;1472102,77;4576810,41;4576810,41;0;24,34
530000;BIENES Y SERVICIOS DE CONSUMO;Bienes Artisticos Culturales Deportivos y Simbolos Patrios;1849,02;8419,68;10268,7;0;0;0;0;10268,7;10268,7;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Servicios de Aseo Lavado de Vestimenta de Trabajo Fumigacion Desinfeccion Limpieza de Instalaciones manejo de desechos contaminados recuperacion y clasificacion de materiales reciclables;19610,49;17599,85;37210,34;17502,92;5707,42;4290,85;4290,85;31502,92;32919,49;0;11,53
530000;BIENES Y SERVICIOS DE CONSUMO;Edificios Locales Residencias y Cableado Estructurado (Instalacion Mantenimiento y Reparacion);103288;-80924,68;22363,32;2413;0;0;0;22363,32;22363,32;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Repuestos y Accesorios;72190,4;-643,94;71546,46;19367,02;1429,21;1429,21;1429,21;70117,25;70117,25;0;2
730000;BIENES Y SERVICIOS PARA INVERSION;Servicios de Aseo Lavado de Vestimenta de Trabajo Fumigacion Desinfeccion Limpieza de Instalaciones manejo de desechos contaminados recuperacion y clasificacion de materiales reciclables;0;1000;1000;0;0;0;0;1000;1000;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Servicios en Plantaciones Forestales;0;1835,5;1835,5;0;0;0;0;1835,5;1835,5;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Pasajes al Exterior;0;96967,7;96967,7;89516,75;7450,95;7450,95;7450,95;89516,75;89516,75;0;7,68
730000;BIENES Y SERVICIOS PARA INVERSION;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y Placas;0;80941,02;80941,02;73351,32;0;0;0;80941,02;80941,02;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Repuestos y Accesorios;0;12255,22;12255,22;11948,22;0;0;0;12255,22;12255,22;0;0
840000;EGRESOS DE CAPITAL;Maquinarias y Equipos;3789796,52;206950,99;3996747,51;1297481,98;0;0;0;3996747,51;3996747,51;0;0
840000;EGRESOS DE CAPITAL;Herramientas;0;67322,46;67322,46;13052,46;0;0;0;67322,46;67322,46;0;0
840000;EGRESOS DE CAPITAL;Equipos Odontologicos;0;900;900;0;0;0;0;900;900;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Telecomunicaciones;453918,57;-7939,89;445978,68;11245,87;434632,81;110273,8;110273,8;11345,87;335704,88;0;24,73
530000;BIENES Y SERVICIOS DE CONSUMO;Difusion Informacion y Publicidad;71587,22;-37097,82;34489,4;24489,4;0;0;0;34489,4;34489,4;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Eventos Publicos Promocionales;0;5000;5000;5000;0;0;0;5000;5000;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Combustibles;51400,64;47269,26;98669,9;72755,13;17014,77;17014,77;17014,77;81655,13;81655,13;0;17,24
530000;BIENES Y SERVICIOS DE CONSUMO;Consultoria Asesoria e Investigacion Especializada;159100;-84400;74700;0;0;0;0;74700;74700;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Capacitacion a Servidores Publicos;156465,64;134619,7;291085,34;64058;16000;16000;16000;275085,34;275085,34;0;5,5
530000;BIENES Y SERVICIOS DE CONSUMO;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y placas;49322,42;1450,72;50773,14;4030,84;0;0;0;50773,14;50773,14;0;0
570000;OTROS EGRESOS CORRIENTES;Tasas Generales Impuestos Contribuciones Permisos Licencias y Patentes;1000;16210;17210;5194,3;2661,41;2661,41;134,41;14548,59;14548,59;2527;15,46
580000;TRANSFERENCIAS O DONACIONES CORRIENTES;Becas y Ayudas Economicas;569739,08;-44439,36;525299,72;0;168576,68;168576,68;166576,68;356723,04;356723,04;2000;32,09
580000;TRANSFERENCIAS O DONACIONES CORRIENTES;A Jubilados Patronales;810859,95;1383556,77;2194416,72;0;517746,68;517746,68;517746,68;1676670,04;1676670,04;0;23,59
730000;BIENES Y SERVICIOS PARA INVERSION;Viaticos por Gastos de Residencia;0;21816;21816;0;0;0;0;21816;21816;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Mantenimiento de Areas Verdes y Arreglo de Vias Internas;0;241693,2;241693,2;241693,2;0;0;0;241693,2;241693,2;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Consultoria Asesoria e Investigacion Especializada;707199,27;-223986,77;483212,5;164000;0;0;0;483212,5;483212,5;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Equipos Sistemas y Paquetes Informaticos;0;3560;3560;2040;0;0;0;3560;3560;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Semovientes;0;1500;1500;0;0;0;0;1500;1500;0;0
750000;OBRAS PUBLICAS;Alcantarillado;606918,02;-578563,81;28354,21;18908,82;9445,39;9445,39;9445,39;18908,82;18908,82;0;33,31
750000;OBRAS PUBLICAS;Construcciones y Edificaciones;2620470,01;422535,29;3043005,3;54650;7252,16;7252,16;7252,16;3035753,14;3035753,14;0;0,24
770000;OTROS EGRESOS DE INVERSION;Tasas Generales Impuestos Contribuciones Permisos Licencias y Patentes;5000;1448,5;6448,5;1953,45;2985,05;2985,05;2870,5;3463,45;3463,45;114,55;46,29
510000;EGRESOS EN PERSONAL;Servicios Personales por Contrato;111216;51018,56;162234,56;0;24024,4;24024,4;24024,4;138210,16;138210,16;0;14,81
510000;EGRESOS EN PERSONAL;Fondo de Reserva;3363908,16;-175597,67;3188310,49;0;526283,8;526283,8;526017,16;2662026,69;2662026,69;266,64;16,51
510000;EGRESOS EN PERSONAL;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ;0;134092,51;134092,51;0;46669,99;46669,99;46669,99;87422,52;87422,52;0;34,8
530000;BIENES Y SERVICIOS DE CONSUMO;Equipos Sistemas y Paquetes Informaticos;15654,4;-3528,06;12126,34;0;0;0;0;12126,34;12126,34;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Agua Potable;50878,92;-6628,92;44250;40791,45;2208,55;2208,55;2208,55;42041,45;42041,45;0;4,99
530000;BIENES Y SERVICIOS DE CONSUMO;Edicion Impresion Reproduccion Publicaciones Suscripciones Fotocopiado Traduccion Empastado Enmarcacion Serigrafia Fotografia Carnetizacion Filmacion e Imagenes Satelitales;93978,55;-5287,91;88690,64;7000;72540,64;11987,28;11987,28;16150;76703,36;0;13,52
530000;BIENES Y SERVICIOS DE CONSUMO;Viaticos y Subsistencias en el Interior;200000;-148200;51800;28547,3;7752,7;7672,7;7672,7;44047,3;44127,3;0;14,81
530000;BIENES Y SERVICIOS DE CONSUMO;Maquinarias y Equipos (Instalacion Mantenimiento y Reparacion);78292,83;-18840,19;59452,64;430;2566,68;427,78;427,78;56885,96;59024,86;0;0,72
530000;BIENES Y SERVICIOS DE CONSUMO;Maquinarias y Equipos (Arrendamiento);5000;-5000;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Suministros para Actividades Agropecuarias Pesca y Caza;7121,74;-1229,45;5892,29;79,53;0;0;0;5892,29;5892,29;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Insumos Materiales Suministros y bienes para Investigacion;4348,4;19302,96;23651,36;214,25;0;0;0;23651,36;23651,36;0;0
570000;OTROS EGRESOS CORRIENTES;Comisiones Bancarias;13200;-7394,02;5805,98;0;54,82;54,82;54,82;5751,16;5751,16;0;0,94
570000;OTROS EGRESOS CORRIENTES;Costas Judiciales Tramites Notariales Legalizacion de Documentos y Arreglos Extrajudiciales;0;1500;1500;1299,41;200,59;200,59;0;1299,41;1299,41;200,59;13,37
570000;OTROS EGRESOS CORRIENTES;Intereses por Mora Patronal al IESS;190;-190;0;0;0;0;0;0;0;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Telecomunicaciones;0;1536,4;1536,4;111,78;24,62;24,62;24,62;1511,78;1511,78;0;1,6
730000;BIENES Y SERVICIOS PARA INVERSION;Viaticos y Subsistencias en el Interior;0;15800;15800;0;0;0;0;15800;15800;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Vehiculos (Servicio de Mantenimiento y Reparacion);0;1500;1500;0;0;0;0;1500;1500;0;0
770000;OTROS EGRESOS DE INVERSION;Seguros;864018,67;-851818,67;12200;0;0;0;0;12200;12200;0;0
510000;EGRESOS EN PERSONAL;Subsidio de Antiguedad;33531,19;2910,01;36441,2;0;9177,64;9177,64;9177,64;27263,56;27263,56;0;25,18
510000;EGRESOS EN PERSONAL;Horas Extraordinarias y Suplementarias;29000;1000;30000;0;3483,44;3483,44;3483,44;26516,56;26516,56;0;11,61
510000;EGRESOS EN PERSONAL;Compensacion por Desahucio;0;3000;3000;0;0;0;0;3000;3000;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Partes y Repuestos;286,32;-286,32;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Energia Electrica;250000;125250;375250;302282,35;71967,65;71967,65;71967,65;303282,35;303282,35;0;19,18
530000;BIENES Y SERVICIOS DE CONSUMO;Servicio de Seguridad y Vigilancia;1297983,44;191172,6;1489156,04;836706,24;652449,8;324867,04;324867,04;836706,24;1164289;0;21,82
530000;BIENES Y SERVICIOS DE CONSUMO;Membrecias;22558,1;11424,4;33982,5;15000;0;0;0;33982,5;33982,5;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Pasajes al Interior;19000;-1724,21;17275,79;17275,79;0;0;0;17275,79;17275,79;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Viaticos por Gastos de Residencia;9000;0;9000;0;2124;2124;2124;6876;6876;0;23,6
530000;BIENES Y SERVICIOS DE CONSUMO;Mobiliario (Arrendamiento);5808;-484;5324;4409,9;0;0;0;5324;5324;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Honorarios por Contratos Civiles de Servicios;1715396,63;-726176,41;989220,22;505659,87;151249,23;142249,23;142249,23;837970,99;846970,99;0;14,38
530000;BIENES Y SERVICIOS DE CONSUMO;Arrendamiento y Licencias de Uso de Paquetes Informaticos;212927,96;325264,94;538192,9;75188,7;0;0;0;538192,9;538192,9;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Materiales de Oficina;71297,47;-25164,76;46132,71;13301,37;0;0;0;46132,71;46132,71;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Instrumental Medico Quirurgico;0;132;132;0;0;0;0;132;132;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Dispositivos Medicos para Laboratorio Clinico y de Patologia;6176,2;-5688,63;487,57;0;0;0;0;487,57;487,57;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Dispositivos Medicos para Odontologia;1617,5;2011,5;3629;0;0;0;0;3629;3629;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Viaticos y Subsistencias en el Exterior;0;48190,94;48190,94;0;0;0;0;48190,94;48190,94;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Fiscalizacion e Inspecciones Tecnicas;1414578,85;-98861,49;1315717,36;3697,17;0;0;0;1315717,36;1315717,36;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Arrendamiento y Licencias de Uso de Paquetes Informaticos;0;122191,33;122191,33;6000;0;0;0;122191,33;122191,33;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Maquinarias y Equipos;0;3027,5;3027,5;628;0;0;0;3027,5;3027,5;0;0
840000;EGRESOS DE CAPITAL;Partes y Repuestos;460;12489,86;12949,86;4700;0;0;0;12949,86;12949,86;0;0
510000;EGRESOS EN PERSONAL;Decimo Cuarto Sueldo;701272,92;163238,22;864511,14;0;82763,17;82763,17;82763,17;781747,97;781747,97;0;9,57
510000;EGRESOS EN PERSONAL;Por Cargas Familiares;9416;-933,5;8482,5;0;2170,04;2170,04;2170,04;6312,46;6312,46;0;25,58
510000;EGRESOS EN PERSONAL;Subrogacion;2026,82;12000;14026,82;0;875;875;185;13151,82;13151,82;690;6,24
530000;BIENES Y SERVICIOS DE CONSUMO;Maquinarias y Equipos;11855,54;-4212,83;7642,71;158,52;0;0;0;7642,71;7642,71;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Plantas;2499;-283;2216;0;0;0;0;2216;2216;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Almacenamiento Embalaje Desembalaje Envase Desenvase y Recarga de Extintores;13368,13;2826,11;16194,24;5650,8;0;0;0;16194,24;16194,24;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Servicios de Identificacion Marcacion Autentificacion Rastreo Monitoreo Seguimiento y o Trazabilidad;5100;422;5522;3816,01;521,88;521,88;521,88;5000,12;5000,12;0;9,45
530000;BIENES Y SERVICIOS DE CONSUMO;Vehiculos (Servicio para Mantenimiento y Reparacion);24140;32149;56289;23566,09;392,7;392,7;392,7;55896,3;55896,3;0;0,7
530000;BIENES Y SERVICIOS DE CONSUMO;Investigaciones Profesionales y Analisis de Laboratorio;21629;-3347,98;18281,02;16861;0;0;0;18281,02;18281,02;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Mantenimiento y Reparacion de Equipos y Sistemas Informaticos;27656,67;69738,46;97395,13;33996,74;0;0;0;97395,13;97395,13;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Menaje y Accesorios Descartables;2856,73;32835,3;35692,03;215;0;0;0;35692,03;35692,03;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Dispositivos e Insumos Medicos de Uso General;1758,6;4017,95;5776,55;0;0;0;0;5776,55;5776,55;0;0
570000;OTROS EGRESOS CORRIENTES;Seguros;60400,65;810599,35;871000;463329,94;1520,06;1520,06;1520,06;869479,94;869479,94;0;0,17
730000;BIENES Y SERVICIOS PARA INVERSION;Combustibles;0;6480;6480;2730,41;69,59;69,59;69,59;6410,41;6410,41;0;1,07
730000;BIENES Y SERVICIOS PARA INVERSION;Atencion a Delegados Extranjeros y Nacionales Deportistas Entrenadores y Cuerpo Tecnico que Representen al Pais;136772,07;-105365,99;31406,08;10300;0;0;0;31406,08;31406,08;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Edificios Locales Residencias y Cableado Estructurado (Mantenimiento Reparaciones e Instalacion);453168,42;-232093,38;221075,04;12653;3269,4;1209,8;1209,8;217805,64;219865,24;0;0,55
730000;BIENES Y SERVICIOS PARA INVERSION;Investigaciones Profesionales y Analisis de Laboratorio;0;26833,3;26833,3;4024;0;0;0;26833,3;26833,3;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Mantenimiento y Reparacion de Equipos y Sistemas Informaticos;0;2030;2030;0;0;0;0;2030;2030;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Vestuario Lenceria Prendas de Proteccion Insumos y Accesorios para Uniformes del Personal de Proteccion Vigilancia y Seguridad;0;388,07;388,07;131,6;0;0;0;388,07;388,07;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Egresos para Sanidad Agropecuaria;0;15332,76;15332,76;12190,13;0;0;0;15332,76;15332,76;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Dispositivos e Insumos Medicos de Uso General;0;65,81;65,81;49,1;0;0;0;65,81;65,81;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Mobiliarios;0;8938,74;8938,74;6558;0;0;0;8938,74;8938,74;0;0
750000;OBRAS PUBLICAS;Obras de Infraestructura;1739546,05;414811,7;2154357,75;822335,51;7588,49;7588,49;7588,49;2146769,26;2146769,26;0;0,35
840000;EGRESOS DE CAPITAL;Mobiliarios;93314,38;72523,13;165837,51;31110,67;0;0;0;165837,51;165837,51;0;0
